Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,ISSN,Favorites,Rating,Physical Location,Status,Status Incompleted Reason,Status Hidden,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Not Owned Reason,Quantity,Condition,Recommended By,Date Added,User Supplied ID,User Supplied Descriptor,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Previously Owned,Up Next,Position,Uploaded Image URL,Activities
De volta ao mosteiro,,o monge e o executivo falam de liderança e trabalho em equipe,,,"James C. Hunter, Vera Ribeiro","Hunter, James C.",,,,,,SEXTANTE,,,2014,,,,,"Em 'De volta ao mosteiro', Hunter retoma a história do monge e do executivo dois anos depois do retiro onde se conheceram. Eles se reúnem com os outros cinco participantes do primeiro seminário em busca de uma compreensão mais profunda sobre a formação de grandes líderes. O reencontro traz à tona uma dura constatação - só um dos integrantes do retiro anterior conseguiu colocar em prática os poderosos princípios aprendidos. Enquanto revela as razões para isso, Hunter nos convida a refletir sobre nosso comportamento. Será que estamos agindo como verdadeiros líderes em casa, no trabalho e com os amigos? Com novas percepções a respeito de como as pessoas podem vencer suas barreiras internas e fazer mudanças significativas em suas vidas, este livro ensina os passos necessários para o desenvolvimento das habilidades de liderança. Além disso, aborda um tema rico e ainda pouco explorado - a construção de comunidades de alto desempenho. Da cultura de excelência ao trabalho de equipe, do comprometimento ao companheirismo, da importância dos relacionamentos ao crescimento pessoal, James C. Hunter nos brinda mais uma vez com um livro transformador, capaz de nos tornar pessoas melhores e de melhorar a vida das pessoas à nossa volta.",,,,,,,,,,,191,,,,,,português,,,,,,9788543101279,,0,3.000000,,Read,,,,2019/01/05,,,,,,0,,,,,2018/07/15 18:16:06.321828007,,,,,,,Fila 0 | Coluna 1 | Zona 10,2mFFvgAACAAJ,Pessoal,0,,0,,http://images.amazon.com/images/P/8543101271.01Z.jpg,"[{""status"":0,""activityYear"":2019,""param1"":""1"",""param2"":""2"",""param3"":"""",""contact"":"""",""comments"":"""",""deviceName"":""iPhone de Antonio Armando Filho"",""type"":12,""addedDate"":""2019\/01\/05 22:39:44.421846985"",""activityDate"":""2019\/01\/05""}]"
Definindo Escopo em Projetos de Software,,,,,Carlos Alberto Debastiani,"Debastiani, Carlos Alberto",,,,,,Novatec Editora,,2015/04/30,2015,,,,Computers,"Definindo Escopo em Projetos de Software é uma obra que pretende tratar, de forma clara e direta, a definição de escopo como o fator mais influente no sucesso dos projetos de desenvolvimento de sistemas, uma vez que exerce forte impacto sobre seus custos. Abrange diversas áreas do conhecimento ligadas ao tema, abordando desde questões teóricas como a normatização e a definição das características de engenharia de software, até questões práticas como métodos para coleta de requisitos e ferramentas para desenho e projeto de soluções sistêmicas.Utilizando uma linguagem acessível, diversas ilustrações e citações de casos vividos em sua própria experiência profissional, o autor explora, de forma abrangente, os detalhes que envolvem a definição de escopo, desde a identificação das melhores fontes de informação e dos envolvidos na tomada de decisão, até as técnicas e ferramentas usadas no levantamento de requisitos, no projeto da solução e nos testes de aplicação.",,,,,,,,,,,144,,,,,,português,,,,,,9788575224298,,0,1.000000,,Read,,,,2018/06/11,,,,,,0,,,,,2018/06/10 02:00:45.916201949,,,,,,,,BYTDCAAAQBAJ,Profissional,0,,,,,
Desbravando Java E Orientaçao A Objetos,,UM GUIA PARA O INICIANTE DA LINGUAGEM,,,Rodrigo Turini,"Turini, Rodrigo",,,,,,CASA DO CODIGO,,,,,,,,,,,,,,,,,,,225,,,,,,português,,,,,,9788555190582,,0,4.000000,,Read,,,,2018/06/11,,,,,,0,,,,,2018/06/10 02:09:48.196462988,,,,,,,,_aw6vgAACAAJ,Profissional,0,,,,http://images.amazon.com/images/P/8555190584.01Z.jpg,
"Desenvolvendo Aplicaçoes Web Com Jsp, Servlets",,"JAVASERVER FACES, HIBERNATE, EJB 3 PERSISTENCE",,,Edson Gonçalves,"GONÇALVES, EDSON",,,,,,CIENCIA MODERNA,,,,,,,,"'Desenvolvendo Aplicações com JSP, Servlets, JavaServer Faces, Hibernate, EJB 3 Persistence e Ajax' é um livro sobre as tecnologias mais usadas no mercado, com métodos que ajudarão o iniciante a programar aplicações Web escritas em Java com simplicidade. As tecnologias abordadas permitem ao leitor desenvolver desde simples aplicativos até os mais complexos sistemas exigidos por grandes corporações. O leitor aprenderá - Os fundamentos do desenvolvimento Web com Java, como instalação e configuração de um contêiner Servlet; Desenvolvimento com Servlets, criação de cokies e sessões, enviar e receber dados, assim como publicá-los; Criação de páginas JavaServer Pages (JSP), JavaBeans e conexão com o banco de dados; Desenvolvimento de páginas utilizando JSTL, Custom Tags e JavaServer Faces; Os padrões DAO e MVC.",,,,,,,,,,,776,,,,,,português,,,,,,9788573935721,,1,5.000000,,Read,,,,2018/06/11,,,,,,0,,,,,2018/06/10 02:00:46.007609009,,,,,,,,0bXkygAACAAJ,Profissional,0,,,,http://images.amazon.com/images/P/8573935723.01Z.jpg,
Desenvolvendo com AngularJS,,Aumento de Produtividade com Aplicações Web Estruturadas,,,"Shyam Seshadri, Brad Green","Seshadri, Shyam",,,,,,Novatec Editora,,2014/10/29,2014,,,,Computers,"Se quiser começar a trabalhar com o AngularJS, seja em um projeto secundário, como uma ferramenta adicional, ou em sua atividade principal, este guia prático irá ensinar você a usar esse metaframework, passo a passo, incluindo desde os conceitos básicos até os mais avançados. No final do livro, você saberá como desenvolver uma aplicação de grande porte, de fácil manutenção e de alto desempenho usando o AngularJS. Com a orientação de dois engenheiros que trabalharam no AngularJS no Google, você conhecerá os componentes necessários para criar aplicações orientadas a dados usando uma programação declarativa e o padrão Model-View-Controller (Modelo-Visão-Controlador). Você também aprenderá a realizar testes de unidade em cada parte de sua aplicação. •        Aprenda a usar controladores para fazer os dados fluírem de e para as visões. •        Saiba quando usar os serviços do AngularJS em vez de usar controladores •        Comunique-se com o servidor para armazenar, acessar e atualizar dados assincronamente •        Saiba quando usar os filtros do AngularJS e converter dados e valores para diferentes formatos •        Implemente aplicações single-page usando ngRoute para selecionar visões e navegar •        Mergulhe de cabeça nas diretivas básicas e avançadas para criar componentes reutilizáveis •        Escreva testes fim a fim em uma versão ativa de sua aplicação completa •        Use as melhores práticas, diretrizes e ferramentas em todo o ciclo de desenvolvimento",,,,,,,,,,,352,,,,,,português,,,,,,9788575224090,,1,5.000000,,Read,,,,2018/06/11,,,,,,0,,,,,2018/06/10 01:48:23.312335014,,,,,,,,ZEgcBQAAQBAJ,Profissional,0,,,,,
Desenvolvendo jogos mobile com HTML5,,"Usando Phaser, Intel XDK e Cordova/PhoneGap",,,Luiz Fernando Estevarengo,"Estevarengo, Luiz Fernando",,,,,,Novatec Editora,,2016/08/05,2016,,,,Computers,"Este livro tem por objetivo apresentar ao leitor conceitos e práticas para desenvolvimento de jogos para dispositivos móveis, como smartphones e tablets, nas plataformas mais utilizadas, a partir de uma única base de códigos utilizando HTML5 e JavaScript. De maneira clara e com ênfase no desenvolvimento de projetos que utilizam as ferramentas Intel XDK e Apache Cordova/PhoneGap, o leitor irá: •               Aprender desde conceitos básicos do JavaScript até a orientação a objetos. •               Utilizar o framework open source Phaser para a construção de jogos mobile. •               Criar três projetos completos de jogos entre estilos, plataforma e RPG. •               Exportar jogos como aplicativos nativos para as plataformas Google Play Store, Apple App Store e Windows Store. •               Publicar jogos em cada uma das plataformas seguindo instruções passo a passo. O conteúdo desta obra é indicado para estudantes e profissionais das áreas de tecnologia e programação de computadores, além de entusiastas em desenvolvimento de games à procura de uma forma mais fácil de criar e distribuir seus próprios jogos sem que seja necessário aprender a linguagem de programação nativa de cada plataforma móvel.",,,,,,,,,,,232,,,,,,português,,,,,,9788575225165,,0,3.000000,,Read,,,,2018/06/11,,,,,,0,,,,,2018/06/10 02:00:45.890455007,,,,,,,,sr7LDAAAQBAJ,Profissional,0,,,,,
Desenvolvendo para iPhone e iPad – 6ª edição,,,,,Ricardo R. Lecheta,"Lecheta, Ricardo R.",,,,,,Novatec Editora,,,,,,,Computers,"O mercado de desenvolvimento de aplicativos mobile está em alta e a demanda por bons profissionais aumenta a cada dia. O iOS da Apple se destaca como uma das principais plataformas de desenvolvimento mobile do mercado, e, dentro desse cenário, o objetivo deste livro é ensinar o desenvolvimento de aplicativos para iPhone e iPad do básico ao avançado, além de fornecer uma base sólida para você aproveitar essa oportunidade. O livro explica os conceitos desde o básico, com uma introdução ao Xcode e a linguagem Swift, assim como os principais conceitos do desenvolvimento para iOS e os componentes visuais que podem ser utilizados. Aqui também são estudadas as boas práticas de desenvolvimento, comunicação com web services, XML e JSON, gerenciamento de threads, banco de dados e arquivos, mapas e GPS, recursos de multimídia como áudio e vídeo, animações, notificações push com Firebase etc. E para aproveitar melhor esta obra recomendamos ter conhecimento de lógica de programação e orientação a objetos. Esta obra ensina todos os passos necessários para instalar o aplicativo no seu iPhone ou iPad e publicá-lo na App Store. Durante a leitura vamos desenvolver um aplicativo completo para iPhone e iPad com a linguagem Swift. Para obter mais detalhes, acesse a página oficial do livro: http://www.livroiphone.com.br/.",,,,,,,,,,,520,,,,,,português,,,,,,9788575226902,,1,5.000000,,Read,,,,2019/04/22,,,,,,0,,,,,2019/02/27 22:20:32.776268005,,,,,,,,k_xmDwAAQBAJ,Profissional,0,,,,,"[{""status"":0,""activityYear"":2019,""param1"":""1"",""param2"":""2"",""param3"":"""",""contact"":"""",""comments"":"""",""deviceName"":""iPhone de Antonio Armando Filho"",""type"":12,""addedDate"":""2019\/04\/22 11:24:33.114750027"",""activityDate"":""2019\/04\/22""}]"
Desenvolvendo para web usando o Visual Studio 2008,,,,,RAMON DURAES,"DURAES, RAMON",,,,,,Brasport,,,,,,,,"Este livro é destinado ao leitor interessado na estratégia de desenvolvimento para web. Expõe tecnologias do mercado com base em uma plataforma robusta para a migração de projetos ou construção de aplicações, permitindo um mergulho na plataforma asp.net.",,,,,,,,,,,328,,,,,,português,,,,,,9788574523934,,0,1.000000,,Read,,,,2018/06/11,,,,,,0,,,,,2018/06/10 01:48:23.376695990,,,,,,,,lPyCIn-VsjUC,Profissional,0,,,,,
Desenvolvendo Web Components,,UI do jQuery ao Polymer,,,"Jarrod Overson , Jason Strimpel","Overson, Jarrod",,,,,,Novatec Editora,,2015/04/20,2015,,,,Computers,"Embora os Web Components ainda estejam na vanguarda absoluta – com muito pouco suporte nos browsers modernos –, a tecnologia também está se movendo com extrema rapidez. Este guia prático o fará ganhar velocidade com os conceitos por trás do padrão emergente do W3C e mostrará como criar Web Components customizados e reutilizáveis para HTML5. Não importa sua experiência com bibliotecas como jQuery e Polymer, este livro ensina, aos desenvolvedores JavaScript, as manipulações do DOM que essas bibliotecas realizam. Você aprenderá a montar um widget básico com JavaScript pura, para depois convertê-lo em um Web Component semântico, declarativo, encapsulado, consumível e de fácil manutenção. Com componentes customizados, a Web pode finalmente cumprir seu potencial como uma plataforma de aplicação extensível por natureza. Este livro permitirá que você embarque na hora certa. ·      Compreenda os conceitos básicos (como fluxo normal e posicionamento, e z-index) para posicionar, arrastar e redimensionar elementos devidamente ·      Explore conceitos e padrões de UI normalmente abstraídos por Dojo, jQuery UI, Kendo UI e outras bibliotecas ·      Mergulhe no padrão W3C e converta seu exemplo de widget funcional em um Web Component em pleno funcionamento ·      Aprenda a encapsular, empacotar e fazer o deploy dos seus Web Components com o framework Polymer da Google",,,,,,,,,,,272,,,,,,português,,,,,,9788575224274,,1,5.000000,,Read,,,,2018/06/11,,,,,,0,,,,,2018/06/10 01:48:23.320726990,,,,,,,,phVjCAAAQBAJ,Profissional,0,,,,,
Desenvolvendo Websites com PHP - 2ª Edição,,Aprenda a criar Websites dinâmicos e interativos com PHP e bancos de dados,,,Juliano Niederauer,"Niederauer, Juliano",,,,,,Novatec Editora,,2011/03/10,2011,,,,Computers,"Desenvolvendo Websites com PHP apresenta técnicas de programação fundamentais para o desenvolvimento de sites dinâmicos e interativos. Você aprenderá a desenvolver sites com uma linguagem utilizada em mais de 10 milhões de sites no mundo inteiro. O livro abrange desde noções básicas de programação até a criação e manutenção de bancos de dados, mostrando como são feitas inclusões, exclusões, alterações e consultas a tabelas de uma base de dados. O autor apresenta diversos exemplos de programas para facilitar a compreensão da linguagem. Nesta obra, você irá encontrar os seguintes tópicos:O que é PHP e quais são suas características;Conceitos básicos e avançados de programação em PHP;Como manipular diversos tipos de dados com o PHP;Criação de programas orientados a objetos (OOP);Comandos PHP em conjunto com tags HTML;Utilização de includes para aumentar o dinamismo de seu site;Como tratar os dados enviados por um formulário HTML;Utilidade das variáveis de ambiente no PHP;Criação de banco de dados em MySQL, PostgreSQL ou SQLite;Comandos SQL para acessar o banco de dados via PHP;Como criar um sistema de username/password para seu site;Utilização de cookies e sessões;Leitura e gravação de dados em arquivos-texto;Como enviar e-mails pelo PHP.",,,,,,,,,,,304,,,,,,português,,,,,,9788575222348,,0,2.000000,,Read,,,,2018/06/11,,,,,,0,,,,,2018/06/10 01:26:51.371706962,,,,,,,,lBZoDQAAQBAJ,Profissional,0,,,,,
Desenvolvimento Ágil Limpo,,De volta às origens,,,Robert C. Martin,"Martin, Robert C.",,,,,,Alta Books,,2020/11/24,2020,,,,Business & Economics,"Valores e Princípios Ágeis para uma Nova Geração Quase 20 anos após a primeira apresentação do Manifesto Ágil, o lendário Robert C. Martin (""Uncle Bob"") reapresenta os valores e os princípios ágeis para uma nova geração — para programadores e não programadores. Martin, autor da obra Código Limpo, Arquitetura Limpa e de outros guias de desenvolvimento de software bastante influentes, estava lá quando o ágil nasceu. Agora, em Desenvolvimento Ágil Limpo: De volta às origens, ele procura esclarecer os mal-entendidos e os equívocos que, ao longo dos anos, dificultaram o uso do ágil e deturparam os objetivos originais dos princípios. Martin descreve o que é o ágil em termos claros: uma pequena disciplina que ajuda equipes pequenas a gerenciar pequenos projetos... com enormes impactos. Porque todo projeto grande é constituído de muitos pequenos projetos. Partindo de seus 50 anos de experiência em projetos de todos os tipos, o autor mostra como os princípios ágeis podem contribuir para trazer o verdadeiro profissionalismo para o desenvolvimento de software. > Volte às origens — o que é o ágil, o que era e o que deveria ser. > Compreenda o essencial e a prática adequada do SCRUM. > Domine práticas ágeis vitais para os negócios, desde pequenos lançamentos até testes de aceitação e comunicação em equipe. > Explore o relacionamento dos membros da equipe ágil uns com os outros e com seus produtos. > Redescubra práticas técnicas ágeis indispensáveis: TDD, refatoração, design simples e programação em dupla. > Conheça habilidades ágeis primordiais para sua equipe. Na jornada para a agilidade, Uncle Bob fez e aconteceu e pode demonstrar tudo. Este livro encantador é parte história, parte trajetórias pessoais, e está repleto de sabedoria. Se quer entender o que é a agilidade e como surgiu, este livro é para você."" — Grady Booch ""O desapontamento de Bob está presente em todas as frases de Desenvolvimento Ágil Limpo, mas é um desapontamento justificado. O que existe no mundo do desenvolvimento ágil não é nada comparado ao que poderia existir. Este livro é a perspectiva de Bob a respeito do que focar para chegar ao que 'poderia existir'. E ele participou de tudo, então vale a pena ler."" — Kent Beck ""É bom ler a opinião de Uncle Bob sobre a agilidade. Quer você seja apenas um iniciante ou um agilista experiente, é importante ler este livro. Concordo com quase tudo. Só não concordo com as partes que me fazem perceber minhas falhas. Agora, verifico duplamente o código (85,09%)."" — Jon Kern",,,,,,,,,,,224,,,,,,português,,,,,,9788550816890,,0,5.000000,,Read,,,,2021/03/06,,,,,,0,,,,,2021/02/20 13:43:49.779924988,,,,,,,,06cLEAAAQBAJ,Profissional,0,,0,,,"[{""status"":0,""activityYear"":2021,""param1"":""1"",""param2"":""2"",""param3"":"""",""contact"":"""",""comments"":"""",""deviceName"":""iPhone de Antonio Armando Filho"",""type"":12,""addedDate"":""2021\/03\/06 15:40:26.201812982"",""activityDate"":""2021\/03\/06""}]"
